title,summary,authors,updated,published
dark matter searches at cms and atlas,"A glimpse into the most recent searches for Dark Matter at the LHC performed
by the ATLAS and CMS collaborations is presented. The results covered in this
document are all based on Run-2 proton-proton collision data recorded at
$\sqrt{s}=13\text{ TeV}$ and corresponding to an integrated luminosity of just
under 140 $\text{fb}^{-1}$",{'Danyer Perez Adan'},2023-01-24T17:21:24Z,2023-01-24 17:21:24+00:00
"kinked tracks from $σ^+$ baryons as a probe of light quark
  polarizations","Jets initiated by energetic quarks carry in an obvious way approximate
information about the original quark energy and momentum. In a less obvious
way, they also carry information about the quark polarization. Previous works
have shown how the polarization information can be extracted by ATLAS and CMS
using events in which the quark hadronizes to an energetic baryon - $\Lambda_b$
for $b$ quarks, $\Lambda_c$ for $c$ quarks and $\Lambda$ for $s$ quarks. In
this paper we extend these proposals to $\Sigma^+$ baryons, which can provide
sensitivity to polarizations of $s$ and $u$ quarks. We analyze the various
aspects of how the kinked track signature of the $\Sigma^+ \to p \pi^0$ decay
can be used for this purpose. We evaluate the feasibility of such measurements
in $t\bar t$ samples.",{'Yevgeny Kats'},2023-07-07T23:07:21Z,2023-01-15 20:58:48+00:00
"bottomonium suppression in the quark-gluon plasma -- from effective
  field theories to non-unitary quantum evolution","In this proceedings contribution I review recent work which computes the
suppression of bottomonium production in heavy-ion collisions using open
quantum systems methods applied within the potential non-relativistic quantum
chromodynamics (pNRQCD) effective field theory. I discuss how the computation
of bottomonium suppression can be reduced to solving a
Gorini-Kossakowski-Sudarshan-Lindblad (GKSL) quantum master equation for the
evolution of the b-bbar reduced density matrix. The open quantum systems
approach used allows one to take into account the non-equilibrium dynamics and
decoherence of bottomonium in the quark-gluon plasma. Finally, I present
comparisons of phenomenological predictions obtained using a recently obtained
next-to-leading-order GKSL equation with ALICE, ATLAS, and CMS experimental
data for bottomonium suppression and elliptic flow.",{'Michael Strickland'},2023-01-03T10:25:39Z,2023-01-03 10:25:39+00:00
"the $s$- and $p$-wave fully charmed tetraquark states and their radial
  excitations","Inspired by recent progresses in observations of the fully charmed tetraquark
states by LHCb, CMS, and ATLAS Collaborations, we perform a systematic study of
the ground states and the first radial excitations of the $S$- and $P$-wave
$\mathrm{cc}\bar{\mathrm{c}}\bar{\mathrm{c}}$ system. Their mass spectra, root
mean square(r.m.s.) radii and radial density distributions are studied with the
relativized quark model. The calculations show that there is no stable bound
states for the full-charmed tetraquark states, and the r.m.s. radii of these
tetraquark states are smaller than 1 fm. Our results support assigning X(6600)
structure, $M_{X(6600)}=6552\pm10\pm12$ MeV, as one of the $0^{++}$(1$S$) and
$2^{++}$(1$S$) states or their mixtures. Another structure also named as
X(6600) by CMS Collaboration, $M_{X(6600)}=6.62\pm0.03^{+0.02}_{-0.01}$ GeV,
may arise from the lowest 1$P$ states with $J^{PC}$=$0^{-+}$, $1^{-+}$, and
$2^{-+}$. The possible assignments for X(6900) include the $0^{++}$(2$S$),
$2^{++}$(2$S$) states, and the highest 1$P$ state with $J^{PC}=0^{-+}$. As for
X(7200), it can be interpreted as one of the highest 2$P$ states with
$J^{PC}=0^{-+}$, $1^{-+}$, and $2^{-+}$, and the 3$S$ states can not be
completely excluded from the candidates.","{'Zhen-Yu Li', 'Zhi-Gang Wang', 'Guo-Liang Yu', 'Jie Lu', 'Meng Yan'}",2023-04-03T14:52:53Z,2022-12-29 15:12:49+00:00
constraining the georgi-machacek model with a light higgs,"In this work, we investigate the viability of a light Higgs ($\eta$) scenario
in the Georgi-Machacek (GM) model, where we consider all theoretical and
experimental constraints such as the perturbativity, vacuum stability,
unitarity, electroweak precision tests, the Higgs di-photon and undetermined
decays and the Higgs total decay width. In addition, we consider more recent
experimental bounds from the searches for doubly-charged Higgs bosons in the
VBF channel $H_{5}^{++}\rightarrow W^{+}W^{+}$, Drell-Yan production of a
neutral Higgs boson $pp\rightarrow H_{5}^{0}(\gamma\gamma)H_{5}^{+}$, and for
the light scalars at LEP $e^{-}e^{+}\rightarrow Z\eta$, and at ATLAS and CMS in
different final states such as $pp\rightarrow\eta\rightarrow2\gamma$ and
$pp\rightarrow
h\rightarrow\eta\eta\rightarrow4\gamma,2\mu2\tau,2\mu2b,2\tau2b$. By combining
these bounds together, we found a parameter space region that is significant as
the case of the SM-like Higgs to be the light CP-even eigenstate, and this part
of the parameter space would be tightened by the coming analyses.",{'Amine Ahriche'},2023-07-15T19:43:19Z,2022-12-22 10:14:58+00:00
uncovering tau leptons-enriched semi-visible jets at the lhc,"This Letter proposes a new signature for confining dark sectors at the Large
Hadron Collider. Under the assumption of a QCD-like hidden sector, hadronic
jets containing stable dark bound states could manifest in proton-proton
collisions. We present a simplified model with a $Z'$ boson yielding the
production of jets made up of dark bound states and subsequently leading to the
decays of those that are unstable to $\tau$ leptons and Standard Model quarks.
The resulting signature is characterised by non-isolated $\tau$ lepton pairs
inside semi-visible jets. We estimate the constraints on our model from
existing CMS and ATLAS analyses. We propose a set of variables that leverage
the leptonic content of the jet and exploit them in a supervised jet tagger to
enhance the signal-to-background separation. Furthermore, we discuss the
performance and limitations of current triggers for accessing sub-TeV $Z'$
masses, as well as possible strategies that can be adopted by experiments to
access such low mass regions. We estimate that with the currently available
triggers, a high mass search can claim a $5 \sigma$ discovery (exclusion) of
the $Z'$ boson with a mass up to 4.5TeV (5.5TeV) with the full Run2 data of the
LHC when the fraction of unstable dark hadrons decaying to $\tau$ lepton pairs
is around $50\%$, and with a coupling of the $Z'$ to right-handed up-type
quarks of 0.25. Furthermore, we show that, with new trigger strategies for
Run3, it may be possible to access $Z'$ masses down to 700 GeV, for which the
event topology is still composed of two resolved semi-visible jets.","{'Cesare Cazzaniga', 'Hugues Beauchesne', 'Tobias Fitschen', 'Annapaola de Cosa', 'Giovanni Grilli di Cortona', 'Caterina Doglioni', 'Ziyuan Zhou'}",2023-07-13T07:16:25Z,2022-12-22 08:00:47+00:00
bsm and sm signals and backgrounds in far-forward experiments at the lhc,"Two far-forward experimental systems are currently taking data during Run 3
at the Large Hadron Collider (LHC): FASER + FASER$\nu$ and SND@LHC. They are
sensitive to some classes of beyond-the-Standard Model (BSM) particles, muons
and neutrinos produced in the ATLAS interaction point (IP) and propagating for
several hundred meters along the tangent to the accelerator beamline, up to the
caverns where they are respectively located, in opposite directions with
respect to the IP. Proposals are being prepared to extend these experiments to
bigger ones during the HL-LHC phase. Building a Forward Physics Facility (FPF)
capable of hosting a number of far-forward experiments characterized by
different detection techniques, kinematical acceptance and purpose, is a
possibility also under discussion. In this contribution I discuss some of the
BSM and SM signals and backgrounds at the FPF, mainly focusing on QCD-related
aspects.",{'M. V. Garzelli'},2022-12-22T00:49:09Z,2022-12-22 00:49:09+00:00
"outreach modules for new particle searches using the atlas forward
  proton detector and for higgs boson physics","We present two modules as part of the Czech Particle Physics Project (CPPP).
These modules are intended as learning tools in masterclasses aimed at
high-school students (aged 15 to 18). The first module is dedicated to the
detection of an Axion-Like-Particle (ALP) using the ATLAS Forward Proton (AFP)
detector. The second module focuses on the reconstruction of the Higgs boson
mass using the Higgs boson golden channel with four leptons in the final state.
The modules are accessible at http://cern.ch/cppp.",{'Andre Sopczak'},2022-12-21T08:18:13Z,2022-12-21 08:18:13+00:00
comparing point cloud strategies for collider event classification,"In this paper, we compare several event classification architectures defined
on the point cloud representation of collider events. These approaches, which
are based on the frameworks of deep sets and edge convolutions, circumvent many
of the difficulties associated with traditional feature engineering. To
benchmark our architectures against more traditional event classification
strategies, we perform a case study involving Higgs boson decays to tau
leptons. We find a 2.5 times increase in performance compared to a baseline
ATLAS analysis with engineered features. Our point cloud architectures can be
viewed as simplified versions of graph neural networks, where each particle in
the event corresponds to a graph node. In our case study, we find the best
balance of performance and computational cost for simple pairwise
architectures, which are based on learned edge features.","{'Peter Onyisi', 'Jesse Thaler', 'Delon Shen'}",2023-07-12T07:43:39Z,2022-12-20 21:22:09+00:00
probing displaced top quark signature at the lhc run 3,"In the context of prospective studies for searches of new physics at the LHC
Run 3, this paper investigates the relevance of using top quarks produced from
new long-lived particles, and detected in the tracker volume of the ATLAS and
CMS experiments. Such a signature, referred to as displaced top quarks, leads
to final states containing displaced vertices and a high multiplicity of
displaced jets and tracks, thanks to the top quark decays. Therefore, it is a
possible powerful tool for searching for new long-lived particles. Three
simplified models based on supersymmetry are explicitly designed for the study
of this signature. They differ according to the nature of the long-lived heavy
particle which produces at least one top quark: electrically neutral or
charged, coloured or non-coloured long-lived particle. For each model, a wide
region of parameter space, consistent with a reasonable number of displaced top
quarks decaying in a typical tracker volume has been probed. From this study,
promising benchmarks are defined and experimental guidelines are suggested.","{'Robin Ducrocq', 'Jeremy Andrea', 'Douja Darej', 'Eric Conte', 'Emery Nibigira', 'Daniel Bloch'}",2023-03-29T08:11:34Z,2022-12-13 15:57:16+00:00
the third peak structure in the double $j/ψ$ spectrum,"Recently, the CMS and ATLAS collaborations have reported their $J/\psi J/\psi
$ and $J/\psi \psi^\prime$ invariant mass distributions, respectively, for
searching for fully charmed tetraquarks. Both of them reported the existence of
a peak structure around $7.2~\gev$. In this article, we exhibit the role of the
$\eta_c(2S)\eta_c(2S)$ channel, which is close to this peak position, by
studying the $J/\psi J/\psi $ and $J/\psi \psi^\prime$ invariant mass
distributions for the potential quantum numbers $J^{PC}=0^{++}$ or $2^{++}$ by
considering both the coherence and incoherence with the background
contribution. All these frameworks can describe the experimental data very
well, however with different pole structures. For instance, in the case of
$2^{++}$ description of these structures, there always exists a pole slightly
below the $J/\psi J/\psi$ threshold. For the $0^{++}$ case, a similar pole can
also be found below the $J/\psi J/\psi$ threshold however with a much lower
mass. More importantly, the number of the poles is found to be case-dependent.
For the $0^{++}$ ($2^{++}$) case, the peak structure around $7.2~\gev$ can
(cannot) be produced due to the presence (absence) of the
$\eta_c(2S)\eta_c(2S)$ channel. Although the pole positions are case-dependent,
the relation between the peak structure in the $J/\psi J/\psi$ invariant mass
distribution and the dip structure in the $J/\psi \psi^\prime$ invariant mass
distribution around $7.2~\gev$ is unambiguous. We suggest experimentalists to
detailed scan both the $J/\psi J/\psi$ and the $J/\psi \psi^\prime$ invariant
mass distributions, especially around $7.2~\gev$ to probe the nature of the
third fully charmed state.","{'Zhenyu Zhang', 'PengYu Niu', 'Qian Wang', 'Meng-Lin Du'}",2023-04-11T12:51:37Z,2022-12-13 12:40:27+00:00
"revisiting the centrality definition and observable centrality
  dependence of relativistic heavy-ion collisions in paciae model","We improve the centrality definition in impact parameter in PACIAE model
responding the fact reported by the ALICE, ATLAS, and CMS collaborations that
the maximum impact parameter in heavy ion collisions should be extended to 20
$fm$. Meanwhile the PACIAE program is updated to a new version of PACIAE 2.2.2
with convenience of studying the elementary nuclear collisions, proton-nucleus
collisions, and the nucleus-nucleus collisions in one unified program version.
The new impact parameter definition together with the optical Glauber model
calculated impact parameter bin, $N_{part}$, and $N_{coll}$ in proton-nucleus
and nucleus-nucleus collisions at relativistic energies are consistent with the
improved MC-Glauber model ones within the error bar. The charged-particle
pseudorapidity and the transverse momentum distributions in Pb-Pb collisions at
$\sqrt{s_{\rm NN}}=5.02$ TeV simulated by PACIAE 2.2.2 well reproduce the ALICE
experimental data.","{'Liang Zheng', 'Dai-Mei Zhou', 'Xiao-Ming Zhang', 'Xiao-Mei Li', 'An-Ke Lei', 'Gang Chen', 'Yu-Liang Yan', 'Xu Cai', 'Ben-hao Sa'}",2022-12-08T05:46:02Z,2022-12-08 05:46:02+00:00
multipartonic cascades in expanding media,"In this work, we introduce both gluon and quark degrees of freedom for
describing the partonic cascades inside the medium. We present numerical
solutions for the set of coupled evolution equations with splitting kernels
calculated for the static, exponential and Bjorken expanding media to arrive at
medium-modified parton spectra for quark and gluon initiated jets respectively.
We discuss novel scaling features of the partonic spectra between different
types of media. Next, we study the inclusive jet $R_{AA}$ by including
phenomenologically driven combinations of quark and gluon fractions inside a
jet. In addition, we have also studied the effect of the nPDF as well as vacuum
like emissions on the jet $R_{AA}$. Differences among the estimated values of
quenching parameter for different types of medium expansions are noted. Next,
the impact of the expansion of the medium on the rapidity dependence of the jet
$R_{AA}$ as well as jet $v_2$ are studied in detail. Finally, we present
qualitative results comparing the sensitivity of the time for the onset of the
quenching for the Bjorken profile on these observables. All the quantities
calculated are compared with the recent ATLAS data.","{'Konrad Tywoniuk', 'Carlos A. Salgado', 'Souvik Priyam Adhya', 'Martin Spousta'}",2022-12-06T15:52:26Z,2022-12-06 15:52:26+00:00
"pyhf: pure-python implementation of histfactory with tensors and
  automatic differentiation","The HistFactory p.d.f. template is per-se independent of its implementation
in ROOT and it is useful to be able to run statistical analysis outside of the
ROOT, RooFit, RooStats framework. pyhf is a pure-Python implementation of that
statistical model for multi-bin histogram-based analysis and its interval
estimation is based on the asymptotic formulas of ""Asymptotic formulae for
likelihood-based tests of new physics"". pyhf supports modern computational
graph libraries such as TensorFlow, PyTorch, and JAX in order to make use of
features such as auto-differentiation and GPU acceleration. In addition, pyhf's
JSON serialization specification for HistFactory models has been used to
publish 23 full probability models from published ATLAS collaboration analyses
to HEPData.","{'Lukas Heinrich', 'Giordon Stark', 'Matthew Feickert'}",2022-11-29T00:19:22Z,2022-11-29 00:19:22+00:00
"event characterization of dark bosons via exotic higgs decays with final
  states of displaced dimuons in high luminosity era of the lhc","We investigate the potential reach of a search for a long-lived/prompt dark
vector boson $Z_D$, also called dark $Z$, and a prompt dark Higgs boson $h_D$
through exotic decays of the observed Higgs boson $h$ into either $Z_DZ_D$,
$h_Dh_D$, or $ZZ_D$ with $Z$ being the hypercharge gauge boson. The $Z_D$
production through the Higgs portal is completed via one of two mechanisms,
kinetic mixing of $Z_D$ with $Z$ and the mixing of $h_D$ with $h$. All
production modes of $h$ are considered, while the branching fractions are
calculated in Monte Carlo simulation using the {\textsc{MadGraph5}}\_aMC@NLO
v2.7.2 framework. We focus on a final state of multiple dimuons, displaced up
to \mbox{7500 mm}, where the muons can be reconstructed without vertex
constraint using data from ATLAS and CMS detectors to be collected in Run~3.
Integrated luminosities of 137, 300, and 3000 fb$^{-1}$ for Run~2, Run~3, and
high luminosity run (HL-LHC), respectively, are used for estimating the
expected search sensitivity of the Large Hadron Collider to each of the decay
modes.","{'Tamer Elkafrawy', 'Teruki Kamon', 'Paul Padley', 'Marcus Hohlmann'}",2022-11-22T20:39:50Z,2022-11-22 20:39:50+00:00
"higgs-like particle decays into $γz$ and $γγ$ :
  fingerprints of some non-supersymmetric models","Recently, ATLAS and CMS experiments at the LHC put on light the relevant
results in the measurement precision of the Higgs and BSM. In such a report,
where the resonance direct search was made in the $\gamma Z$ channel, a mass
adjustment distribution for the reconstructed $Z$ boson and photon was
established. Thus, simultaneously with the signal-from-background separation,
the number of events has been perfectly described, and an excess signal
approximately twice that expected by the Standard Model (SM) has been noticed,
which is equivalent to a significance of 2.2 standard deviations. In this
study, we examine how any possible new physics models can explain this excess,
such as the CP-conserving Two-Higgs doublet model (2HDMs), the Inert doublet
model (IDM), and the Higgs triplet model (HTM). While considering the available
theoretical and most recent experimental constraints, the phenomenological
implications of existing extensions beyond the SM are discussed, and prospects
for precision studies of these processes are described. We have found that the
excess could be explained in the BSM framework studied, depending on the
charged and double-charged Higgs boson masses.","{'M. Ouchemhou', 'M. Boukidi', 'L. Rahili', 'R. Benbrik', 'O. Tibssirte'}",2023-06-27T23:21:40Z,2022-11-22 19:41:46+00:00
"going in quest of potential tetraquark interpretations for the newly
  observed $t_{ψψ}$ states in light of the diquark-antidiquark scenarios","Stimulated by the recent experimental progress on the $T_{\psi\psi}$ states,
the fully charmed tetraquark spectroscopy is systemically investigated by dint
of the Godfrey-Isgur relativized diquark model, the modified Godfrey-Isgur
relativized diquark model with the color screening effects, and the
nonrelativistic diquark model. The theoretical results of the
diquark-antidiquark scenarios propose to interpret the $T_{\psi\psi}(6200)$,
$T_{\psi\psi}(6600)$, $T_{\psi\psi}(6900)$, and $T_{\psi\psi}(7300)$ structures
as the candidates of the $1S$-wave, $1P/2S$-wave, $1D/2P$-wave, and
$2D/3P/4S$-wave fully charmed tetraquark states, respectively. On account of
the deficiency of sufficient experimental information, e.g., the parities of
the newly observed $T_{\psi\psi}$ states, there are uncertainties about the
assignments of the $T_{\psi\psi}(6600)$, $T_{\psi\psi}(6900)$, and
$T_{\psi\psi}(7300)$ states. It is demonstrated that the further experimental
survey on the $cc\bar c\bar c$ states, implemented by the LHCb, ATLAS, CMS, and
other collaborations, ought to be continued in the future.","{'Zhi-Gang Wang', 'Wen-Chao Dong'}",2023-03-01T07:22:55Z,2022-11-22 04:00:47+00:00
"impact of lattice strangeness asymmetry data in the cteq-tea global
  analysis","We study the impact of lattice data on the determination of the strangeness
asymmetry distribution $s_-(x) \equiv s(x) - {\bar s}(x)$ in the general
CTEQ-TEA global analysis of parton distribution functions (PDFs) of the proton.
Firstly, we find that allowing a nonvanishing $s_-(x)$, at the initial
$Q_0=1.3$~GeV scale, in a global PDF analysis leads to a CT18As fit with
similar quality to CT18A. Secondly, including the lattice data in the
CT18As\_Lat fit greatly reduces the $s_-$-PDF error band size in the large-$x$
region. To further reduce its error would require more precise lattice data,
extended to smaller $x$ values. We take ATLAS 7 TeV $W$ and $Z$ production
data, SIDIS di-muon production data, $F_3$ structure function data, E866 NuSea
data, and E906 SeaQuest data as examples to illustrate the implication of
CT18As and CT18As\_Lat fits. The parametrization dependence for PDF ratio
$(s+\bar{s})/(\bar{u}+\bar{d})(x)$ is analyzed with CT18As2 and CT18As2\_Lat
fits as results.","{'Mengshi Yan', 'Tie-Jiun Hou', 'Huey-Wen Lin', 'C. -P. Yuan'}",2022-11-20T19:35:36Z,2022-11-20 19:35:36+00:00
"two-photon decay of fully-charmed tetraquarks from light-by-light
  scattering at the lhc","The LHC newly-discovered resonant structures around 7 GeV, such as the
$X(6900)$, could be responsible for the observed excess in light-by-light
scattering between 5 and 10 GeV. We show that the ATLAS data for light-by-light
scattering may indeed be explained by such a state with the $\gamma \gamma$
branching ratio of order of $10^{-4}$. This is much larger than the value
inferred by the vector-meson dominance, but agrees quite well with the
tetraquark expectation for the nature of this state. Further light-by-light
scattering data in this region, obtained during the ongoing Run-3 and future
Run-4 of the LHC, are required to pin down these states in $\gamma\gamma$
channel.","{'Bogdan Malaescu', 'Kristof Schmieden', 'Vladimir Pascalutsa', 'Lucian Harland-Lang', 'Matthias Schott', 'Volodymyr Biloshytskyi'}",2022-11-18T14:45:10Z,2022-11-18 14:45:10+00:00
"nlo qcd corrections to polarised di-boson production in semi-leptonic
  final states","Understanding the polarisation structure and providing precise predictions
for multi-boson processes at the LHC is becoming urgent in the light of the
upcoming run-3 and high-luminosity data. The CMS and ATLAS collaborations have
already started using polarised predictions to perform template fits of the
data, getting access to the polarisation of W and Z bosons. So far, only
fully-leptonic decay channels have been considered in this perspective. The
natural step forward is the investigation of hadronic decays of electroweak
bosons. In this work, we compute NLO QCD corrections to the production and
decay of WZ pairs at the LHC in final states with two charged leptons and jets.
The calculation relies on the double-pole approximation and the separation of
polarised states at the level of Standard Model amplitudes. The presented
NLO-accurate results are necessary building blocks for a broad understanding
and precise modelling of polarised di-boson production in semi-leptonic decay
channels.","{'Ansgar Denner', 'Giovanni Pelliccioli', 'Christoph Haitz'}",2023-03-24T14:56:58Z,2022-11-16 16:57:02+00:00
"azimuthal decorrelation for photon induced dijet production in
  ultra-peripheral collisions of heavy ions","We study the azimuthal angular decorrelation of the dijet production via
photon fusion in ultra-peripheral heavy ion collisions. The impact parameter
dependent cross section of quark-antiquark pairs production is derived using
the equivalent photon approximation, and the contribution from final-state QCD
radiations to the azimuthal angular distribution are calculated within
Soft-Collinear Effective Theory. We carry out the QCD resummation of large
logarithms of the azimuthal angle as well as the jet radius at next-to-leading
logarithmic accuracy. In the end we present the normalized differential cross
section for azimuthal decorrelation of the dijet pair and find that our results
are consistent with the measurements reported by the ATLAS collaboration.","{'Cheng Zhang', 'Ding Yu Shao', 'Qian-Shun Dai'}",2023-02-02T04:43:53Z,2022-11-14 02:29:17+00:00
"precision tau physics: challenge for theory, on and off the lattice","$\tau$ is playing an important role in the current B-physics indications from
experiments of lepton flavor universality violations(LFUV). This suggests it be
given increasing attention theoretically in the coming years, given also the
fact that Belle-II will have much larger data samples to study; similar
comments also apply to LHCb as well as ATLAS and CMS. The fact that $\tau$
decays provide valuable information on its spin is an added advantage. This
gains special significance if the current indications of new physics are upheld
since naturalness arguments then strongly suggest that new physics should be
accompanied by new CP-odd phase(s). Moreover, the fact that the $\tau$ mass is
around 1.8 GeV,~{\it i.e} a lot less than the B-meson mass makes it much easier
candidate for lattice studies in great detail and consequently very likely with
greater precision. This should help us test the SM and or BSMs with greater
precision as needed.",{'Amarjit Soni'},2022-11-10T19:44:36Z,2022-11-10 19:44:36+00:00
"constraints on the higgs boson self-coupling from single- and
  double-higgs production with the atlas detector using $pp$ collisions at
  $\sqrt{s}=13$ tev","Constraints on the Higgs boson self-coupling are set by combining
double-Higgs boson analyses in the $b\bar{b}b\bar{b}$, $b\bar{b}\tau^+\tau^-$
and $b\bar{b} \gamma \gamma$ decay channels with single-Higgs boson analyses
targeting the $\gamma \gamma$, $ZZ^*$, $WW^*$, $\tau^+ \tau^-$ and $b\bar{b}$
decay channels. The data used in these analyses were recorded by the ATLAS
detector at the LHC in proton$-$proton collisions at $\sqrt{s}=13$ TeV and
correspond to an integrated luminosity of 126$-$139 fb$^{-1}$. The combination
of the double-Higgs analyses sets an upper limit of $\mu_{HH} < 2.4$ at 95%
confidence level on the double-Higgs production cross-section normalised to its
Standard Model prediction. Combining the single-Higgs and double-Higgs
analyses, with the assumption that new physics affects only the Higgs boson
self-coupling ($\lambda_{HHH}$), values outside the interval $-0.4<
\kappa_{\lambda}=(\lambda_{HHH}/\lambda_{HHH}^{\textrm{SM}})< 6.3$ are excluded
at 95% confidence level. The combined single-Higgs and double-Higgs analyses
provide results with fewer assumptions, by adding in the fit more coupling
modifiers introduced to account for the Higgs boson interactions with the other
Standard Model particles. In this relaxed scenario, the constraint becomes
$-1.4 < \kappa_{\lambda} < 6.1$ at 95% CL.",{'ATLAS Collaboration'},2023-06-30T12:45:32Z,2022-11-02 15:57:11+00:00
investigating vector boson scattering: a fully gauge-invariant study,"Vector boson scattering (VBS) plays a central role in the search for new
physics at collider experiments such as ATLAS and CMS at the LHC. Usually
predictions for this kind of process are obtained using mainly perturbative
approaches in fixed gauges. Here we present a fully gauge-invariant study of
VBS in the scalar-channel involving three different types of Higgs-like
particles characterized by their mass; above (heavy), inside (resonance) or
below (stable) the elastic region. To this end, we combine results obtained in
a reduced SM setup from (augmented) perturbation theory with those from
non-perturbative lattice simulations.","{'Bernd Riederer', 'Axel Maas'}",2022-10-31T10:49:41Z,2022-10-31 10:49:41+00:00
fully-heavy tetraquark spectroscopy in the relativistic quark model,"Masses of the ground and excited (1P, 2S, 1D, 2P, 3S) states of the
fully-heavy tetraquarks, composed of charm ($c$) and bottom ($b$) quarks and
antiquarks, are calculated in the diquark-antidiquark picture within the
relativistic quark model based on the quasipotential approach and quantum
chromodynamics. The quasipotentials of the quark-quark and diquark-antidiquark
interactions are constructed similarly to the previous consideration of mesons
and baryons. Relativistic effects are consistently taken into account. A
tetraquark is considered as a bound state of a diquark and an antidiquark. The
finite size of the diquark is taken into account, using the form factors of the
diquark-gluon interaction. It is shown that most of the investigated states of
tetraquarks lie above the decay thresholds into a meson pair, as a result they
can be observed only as broad resonances. The narrow state X(6900) recently
discovered in the di-$J/\psi$ production spectrum by the LHCb, CMS and ATLAS
Collaborations corresponds to an excited state of the fully-charmed tetraquark.
Other recently discovered exotic heavy resonances X(6200), X(6400), X(6600),
X(7200), X(7300) can also be interpreted as the different excitations of the
fully-charmed tetraquark.","{'R. N. Faustov', 'E. M. Savchenko', 'V. O. Galkin'}",2022-10-28T09:41:46Z,2022-10-28 09:41:46+00:00
"investigating higgs self-interaction through di-higgs plus jet
  production","The Higgs self coupling measurement is quite essential for determining the
shape of the Higgs potential and nature of the Higgs boson. We propose the
di-Higgs plus jet final states at hadron colliders to increase the discovery
sensitivity of the Higgs self coupling at the low invariant mass region. Our
simulation indicates that the allowed region of the Higgs self coupling would
be further narrowed from $[-1.5,6.7]$ from the most recent ATLAS report down to
$[0.5, 1.7]$. Furthermore, we find negative Higgs self couplings would be
disfavored beyond $2\sigma$ confidence level at a future 100TeV collider with
the help of this signal.","{'Kangyu Chai', 'Hao Zhang', 'Jiang-Hao Yu'}",2022-10-26T18:00:02Z,2022-10-26 18:00:02+00:00
developments in performance and portability for madgraph5_amc@nlo,"Event generators simulate particle interactions using Monte Carlo techniques,
providing the primary connection between experiment and theory in experimental
high energy physics. These software packages, which are the first step in the
simulation worflow of collider experiments, represent approximately 5 to 20% of
the annual WLCG usage for the ATLAS and CMS experiments. With computing
architectures becoming more heterogeneous, it is important to ensure that these
key software frameworks can be run on future systems, large and small. In this
contribution, recent progress on porting and speeding up the Madgraph5_aMC@NLO
event generator on hybrid architectures, i.e. CPU with GPU accelerators, is
discussed. The main focus of this work has been in the calculation of
scattering amplitudes and ""matrix elements"", which is the computational
bottleneck of an event generation application. For physics processes limited to
QCD leading order, the code generation toolkit has been expanded to produce
matrix element calculations using C++ vector instructions on CPUs and using
CUDA for NVidia GPUs, as well as using Alpaka, Kokkos and SYCL for multiple CPU
and GPU architectures. Performance is reported in terms of matrix element
calculations per time on NVidia, Intel, and AMD devices. The status and outlook
for the integration of this work into a production release usable by the LHC
experiments, with the same functionalities and very similar user interfaces as
the current Fortran version, is also described.","{'Walter Hopkins', 'Nathan Nichols', 'Taylor Childers', 'Stefan Roiser', 'Andrea Valassi', 'Olivier Mattelaer', 'David Smith', 'Stefan Hageböck', 'Laurence Field'}",2022-10-20T09:33:17Z,2022-10-20 09:33:17+00:00
"optimizing higgs boson reconstruction efficiency with small-r (r = 0.4)
  and large-r (r = 1.0) jets","Many Beyond the Standard Model searches at ATLAS employ jets to simplify
event reconstruction. These jets cluster particle shower products into
calculable objects, which are then used to obtain information about parent
particles. Large-R (R = 1.0) jets combine these products into one jet that
spans 2 radians, while small-R (R = 0.4) jets are used to further refine
individual b-quark trajectories. Optimizing the use of jets is crucial for
making precision measurements of Higgs bosons with high transverse momenta, and
this paper uses b-quarks produced in the Wino chargino LSP decay to identify
parameters that best do so. Monte Carlo simulation found that parameters such
as the distance between Higgs bosons and the distance between b-jets were
relevant in selecting the most accurate small-R reconstructions. Truth data
analysis corroborated the paper's findings, especially for charginos with
higher mass. These parameters were then used to refine small-R jet selection,
increasing reconstruction efficiency across chargino masses. Further analysis
into large-R jet selection would enhance these results, especially at higher
chargino masses. A neural network would also prove useful for exploring the
effects of combinations of parameters across chargino masses.","{'Evelyn Thomson', 'Sophie Kadan'}",2023-03-04T23:00:16Z,2022-10-17 14:00:55+00:00
